Country,Admin 1,Admin 2,Market Name,Commodity,Price Type,Price Date,Collection Frequency,Price,Unit,Currency,Data Source,Trend,Pewi,ALPS Phase,Data Type,Upper (95%) CI,Lower (95%) CI,Forecast Methodology
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Bananas,Retail,15/01/2021,Weekly,10.000000,Unit,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Bananas,Retail,15/03/2021,Weekly,10.000000,Unit,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Bananas,Retail,15/04/2021,Weekly,10.000000,Unit,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Bananas,Retail,15/08/2021,Weekly,10.000000,Unit,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Bananas,Retail,15/09/2021,Weekly,10.000000,Unit,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Bananas,Retail,15/10/2021,Weekly,10.000000,Unit,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Bananas,Retail,15/11/2021,Weekly,10.000000,Unit,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Beans (dry),Retail,15/01/2021,Weekly,80.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Beans (dry),Retail,15/03/2021,Weekly,100.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Beans (dry),Retail,15/04/2021,Weekly,106.363638,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Beans (dry),Retail,15/08/2021,Weekly,111.333333,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Beans (dry),Retail,15/09/2021,Weekly,106.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Beans (dry),Retail,15/10/2021,Weekly,120.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Beans (dry),Retail,15/11/2021,Weekly,109.333300,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Cabbage,Retail,15/01/2021,Weekly,55.000000,Head,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Cooking fat,Retail,15/01/2021,Weekly,143.333300,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Cooking fat,Retail,15/03/2021,Weekly,180.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Cooking fat,Retail,15/04/2021,Weekly,178.181781,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Cooking fat,Retail,15/08/2021,Weekly,190.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Cooking fat,Retail,15/09/2021,Weekly,187.500000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Cooking fat,Retail,15/10/2021,Weekly,200.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Cooking fat,Retail,15/11/2021,Weekly,216.666600,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Kale,Retail,15/01/2021,Weekly,10.000000,Bunch,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Maize,Retail,15/04/2021,Weekly,45.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Maize,Retail,15/08/2021,Weekly,51.666666,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Maize,Retail,15/09/2021,Weekly,50.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Maize,Retail,15/10/2021,Weekly,55.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Maize,Retail,15/11/2021,Weekly,52.500000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Maize flour,Retail,15/01/2021,Weekly,56.666600,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Maize flour,Retail,15/03/2021,Weekly,51.166620,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Maize flour,Retail,15/04/2021,Weekly,51.767627,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Maize flour,Retail,15/08/2021,Weekly,51.388866,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Maize flour,Retail,15/09/2021,Weekly,54.166600,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Maize flour,Retail,15/10/2021,Weekly,50.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Maize flour,Retail,15/11/2021,Weekly,50.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Meat (beef),Retail,15/03/2021,Weekly,520.000021,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Meat (beef),Retail,15/04/2021,Weekly,440.454541,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Meat (beef),Retail,15/08/2021,Weekly,496.666666,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Meat (beef),Retail,15/09/2021,Weekly,540.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Meat (beef),Retail,15/10/2021,Weekly,540.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Meat (beef),Retail,15/11/2021,Weekly,570.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Meat (goat),Retail,15/03/2021,Weekly,600.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Meat (goat),Retail,15/04/2021,Weekly,532.121166,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Meat (goat),Retail,15/08/2021,Weekly,520.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),"Milk (camel, fresh)",Retail,15/08/2021,Weekly,100.000000,L,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),"Milk (camel, fresh)",Retail,15/09/2021,Weekly,100.000000,L,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),"Milk (camel, fresh)",Retail,15/10/2021,Weekly,100.000000,L,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),"Milk (camel, fresh)",Retail,15/11/2021,Weekly,120.000000,L,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),"Milk (cow, fresh)",Retail,15/04/2021,Weekly,80.000000,L,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),"Milk (cow, fresh)",Retail,15/08/2021,Weekly,100.000000,L,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Milk (UHT),Retail,15/01/2021,Weekly,50.000000,500 ML,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Milk (UHT),Retail,15/03/2021,Weekly,50.000000,500 ML,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Milk (UHT),Retail,15/04/2021,Weekly,51.414127,500 ML,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Milk (UHT),Retail,15/08/2021,Weekly,50.000000,500 ML,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Milk (UHT),Retail,15/09/2021,Weekly,50.000000,500 ML,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Milk (UHT),Retail,15/10/2021,Weekly,53.333300,500 ML,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Milk (UHT),Retail,15/11/2021,Weekly,55.000000,500 ML,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Oil (vegetable),Retail,15/01/2021,Weekly,180.000000,L,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Oil (vegetable),Retail,15/03/2021,Weekly,200.000000,L,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Oil (vegetable),Retail,15/04/2021,Weekly,199.204545,L,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Oil (vegetable),Retail,15/08/2021,Weekly,207.777766,L,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Oil (vegetable),Retail,15/09/2021,Weekly,220.000000,L,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Oil (vegetable),Retail,15/10/2021,Weekly,220.000000,L,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Oil (vegetable),Retail,15/11/2021,Weekly,246.666600,L,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Potatoes (Irish),Retail,15/01/2021,Weekly,43.333300,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Potatoes (Irish),Retail,15/03/2021,Weekly,65.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Potatoes (Irish),Retail,15/04/2021,Weekly,66.060564,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Potatoes (Irish),Retail,15/08/2021,Weekly,61.666666,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Potatoes (Irish),Retail,15/09/2021,Weekly,70.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Potatoes (Irish),Retail,15/10/2021,Weekly,70.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Potatoes (Irish),Retail,15/11/2021,Weekly,86.666600,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Rice,Retail,15/01/2021,Weekly,80.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Rice,Retail,15/03/2021,Weekly,83.833309,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Rice,Retail,15/04/2021,Weekly,93.272730,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Rice,Retail,15/08/2021,Weekly,105.555533,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Rice,Retail,15/09/2021,Weekly,95.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Rice,Retail,15/10/2021,Weekly,97.500000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Rice,Retail,15/11/2021,Weekly,100.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Salt,Retail,15/01/2021,Weekly,10.000000,200 G,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Salt,Retail,15/03/2021,Weekly,20.000000,200 G,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Salt,Retail,15/04/2021,Weekly,13.636361,200 G,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Salt,Retail,15/08/2021,Weekly,10.000000,200 G,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Salt,Retail,15/09/2021,Weekly,10.000000,200 G,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Salt,Retail,15/10/2021,Weekly,10.000000,200 G,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Salt,Retail,15/11/2021,Weekly,10.000000,200 G,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Sorghum,Retail,15/10/2021,Weekly,70.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Sorghum,Retail,15/11/2021,Weekly,80.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Sugar,Retail,15/01/2021,Weekly,116.666600,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Sugar,Retail,15/03/2021,Weekly,102.999997,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Sugar,Retail,15/04/2021,Weekly,111.414127,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Sugar,Retail,15/08/2021,Weekly,116.111100,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Sugar,Retail,15/09/2021,Weekly,105.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Sugar,Retail,15/10/2021,Weekly,115.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Sugar,Retail,15/11/2021,Weekly,130.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Wheat flour,Retail,15/01/2021,Weekly,68.333300,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Wheat flour,Retail,15/03/2021,Weekly,70.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Wheat flour,Retail,15/04/2021,Weekly,69.646436,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Wheat flour,Retail,15/08/2021,Weekly,69.444433,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Wheat flour,Retail,15/09/2021,Weekly,68.333300,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Wheat flour,Retail,15/10/2021,Weekly,75.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,Coast,Mombasa,Bangladesh (Mombasa),Wheat flour,Retail,15/11/2021,Weekly,76.666600,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Bananas,Retail,15/03/2021,Weekly,5.000000,Unit,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Bananas,Retail,15/04/2021,Weekly,10.000000,Unit,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Beans (dry),Retail,15/03/2021,Weekly,90.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Beans (dry),Retail,15/04/2021,Weekly,90.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Beans (dry),Retail,15/05/2023,Weekly,170.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Maize flour,Retail,15/03/2021,Weekly,60.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Maize flour,Retail,15/05/2023,Weekly,115.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Meat (camel),Retail,15/04/2021,Weekly,450.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Meat (goat),Retail,15/04/2021,Weekly,500.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Milk (UHT),Retail,15/03/2021,Weekly,40.000000,500 ML,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Milk (UHT),Retail,15/05/2023,Weekly,60.000000,500 ML,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Oil (vegetable),Retail,15/03/2021,Weekly,200.000000,L,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Oil (vegetable),Retail,15/05/2023,Weekly,290.000000,L,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Potatoes (Irish),Retail,15/03/2021,Weekly,50.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Potatoes (Irish),Retail,15/04/2021,Weekly,60.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Rice,Retail,15/03/2021,Weekly,90.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Rice,Retail,15/04/2021,Weekly,90.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Rice,Retail,15/05/2023,Weekly,135.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Salt,Retail,15/03/2021,Weekly,10.000000,200 G,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Salt,Retail,15/04/2021,Weekly,10.000000,200 G,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Salt,Retail,15/05/2023,Weekly,10.000000,200 G,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Sugar,Retail,15/03/2021,Weekly,100.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Sugar,Retail,15/04/2021,Weekly,100.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Sugar,Retail,15/05/2023,Weekly,145.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Wheat flour,Retail,15/03/2021,Weekly,70.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dadaab town,Wheat flour,Retail,15/05/2023,Weekly,115.000000,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/03/2021,Weekly,9.880950,Unit,KES,WFP,9.8496,0.1775,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/04/2021,Weekly,9.390992,Unit,KES,WFP,9.6863,-1.6704,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/05/2021,Weekly,8.893387,Unit,KES,WFP,9.5204,-3.5471,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/06/2021,Weekly,9.777760,Unit,KES,WFP,9.8152,-0.2117,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/07/2021,Weekly,10.000000,Unit,KES,WFP,9.8893,0.6265,Stress,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/08/2021,Weekly,9.390051,Unit,KES,WFP,9.6859,-1.6739,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/09/2021,Weekly,9.956133,Unit,KES,WFP,9.8784,0.4397,Stress,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/10/2021,Weekly,10.000000,Unit,KES,WFP,9.8893,0.6265,Stress,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/11/2021,Weekly,10.000000,Unit,KES,WFP,9.9003,0.5638,Stress,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/12/2021,Weekly,9.663266,Unit,KES,WFP,9.7770,-0.6435,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/11/2022,Weekly,10.000000,Unit,KES,WFP,9.9668,0.1879,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/01/2023,Weekly,10.000000,Unit,KES,WFP,10.0332,-0.1879,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/02/2023,Weekly,10.000000,Unit,KES,WFP,9.9668,0.1879,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/03/2023,Weekly,10.000000,Unit,KES,WFP,9.9825,0.0992,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/04/2023,Weekly,10.000000,Unit,KES,WFP,9.8191,1.0231,Alert,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/05/2023,Weekly,10.000000,Unit,KES,WFP,9.6533,1.9615,Alert,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/06/2023,Weekly,10.000000,Unit,KES,WFP,9.9481,0.2938,Stress,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/07/2023,Weekly,10.000000,Unit,KES,WFP,10.0221,-0.1253,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/08/2023,Weekly,10.000000,Unit,KES,WFP,9.8188,1.0249,Alert,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/09/2023,Weekly,10.000000,Unit,KES,WFP,10.0063,-0.0368,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/10/2023,Weekly,10.000000,Unit,KES,WFP,10.0221,-0.1253,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/11/2023,Weekly,10.000000,Unit,KES,WFP,10.0332,-0.1879,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/12/2023,Weekly,10.000000,Unit,KES,WFP,9.9099,0.5097,Stress,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/01/2024,Weekly,10.000000,Unit,KES,WFP,10.0997,-0.5638,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/02/2024,Weekly,10.000000,Unit,KES,WFP,10.0332,-0.1879,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/03/2024,Weekly,10.000000,Unit,KES,WFP,10.0554,-0.3061,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/04/2024,Weekly,10.000000,Unit,KES,WFP,9.8983,0.5669,Stress,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/05/2024,Weekly,10.000000,Unit,KES,WFP,9.7469,1.3592,Alert,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/06/2024,Weekly,10.000000,Unit,KES,WFP,10.0396,-0.2161,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/07/2024,Weekly,10.000000,Unit,KES,WFP,10.1081,-0.5947,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/08/2024,Weekly,10.000000,Unit,KES,WFP,9.9092,0.5043,Stress,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/09/2024,Weekly,10.000000,Unit,KES,WFP,10.0936,-0.5245,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/10/2024,Weekly,10.000000,Unit,KES,WFP,10.1036,-0.5848,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/11/2024,Weekly,10.000000,Unit,KES,WFP,10.1112,-0.6320,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/12/2024,Weekly,10.000000,Unit,KES,WFP,9.9871,0.0744,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/01/2025,Weekly,10.000000,Unit,KES,WFP,10.1660,-0.9523,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/02/2025,Weekly,10.000000,Unit,KES,WFP,10.0651,-0.3776,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/03/2025,Weekly,10.000000,Unit,KES,WFP,10.0800,-0.4683,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/05/2025,Weekly,10.000000,Unit,KES,WFP,9.8410,0.9280,Stress,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/06/2025,Weekly,10.000000,Unit,KES,WFP,10.0593,-0.3498,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/07/2025,Weekly,10.1048,Unit,KES,WFP,10.0593,-0.3498,Normal,Forecast,10.3723,9.8372,"GSI             "
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Bananas,Retail,15/08/2025,Weekly,9.8951,Unit,KES,WFP,10.0593,-0.3498,Normal,Forecast,10.1626,9.6275,"GSI             "
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,15/01/2021,Weekly,100.000000,KG,KES,WFP,113.0061,-0.4588,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,15/03/2021,Weekly,98.753875,KG,KES,WFP,113.2755,-0.5123,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,15/04/2021,Weekly,107.078782,KG,KES,WFP,130.6526,-0.8317,Normal,Aggregated,,,
Kenya,North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,15/05/2021,Weekly,99.843422,KG,KES,WFP,127.8775,-0.9890,Normal,Aggregated,,,
